mse
0.045678850139442
0.03522142144897291
0.029453074562879582
0.02537720329440649
0.022771533929289975
0.021115024643173917
0.01860816028508184
0.01769293118381395
0.01690124565797783
0.01525269381799894
0.014937803425737672
0.013402011458473416
0.012844320025232387
0.012772183830707058
0.011951193576045576
0.011359902558774424
0.011156313177705863
0.010261277432174622
0.010119363490201145
0.010234192104376932
0.009540466873398504
0.00891804236208937
0.008835423236209946
0.008768201266347133
0.008528784446776171
0.007688084030336099
0.007367053056116115
0.007122000004797013
0.007399415999610366
0.007143365262577626
0.007130518593407811
0.007178402442463112
0.006531660774849937
0.006187786167121372
0.006031897984810271
0.005907949059702728
0.006224513735685571
0.00598744628741092
0.005662187897412729
0.005597049467454383
0.005337559404779905
0.00525626437282714
0.005442806339600736
0.005239046541809813
0.004883936811520298
0.004952842475192789
0.005400375376841642
0.004874533590562274
0.004544048110180189
0.004821388368677259
0.004397620580746132
0.004840355324594757
0.004334349968244098
0.003967582549276286
0.0040053301209557034
0.004169146843172642
0.004499010659809485
0.003929591913083749
0.0038634856251524626
0.0037872608366155093
0.003927294310003176
0.004363349559554807
0.003602641616384667
0.003400756719916441
0.0035046257612696666
0.0033269831193107067
0.00375464525037488
0.003338511359747106
0.0037768416690105396
0.003329984995896585
0.003255808798867207
0.0032143916662285897
0.003339399754378467
0.003295673028138055
0.002981136008900549
0.0032341004925526425
0.0036885550792062397
0.002981365852251205
0.003322892809785061
0.0031333291042458665
0.0027605789754524073
0.003183500894647295
0.003246678108430733
0.0029454548456316018
0.0026941123857216857
0.0030277513937086477
0.002668565176375042
0.0025213194980401297
0.0025045529308647062
0.0025559436341364076
0.0029911546878629677
0.0024771592490766448
0.0027663637996510823
0.0025281660534421393
0.002412938104320157
0.0024809835837677954
0.0023580702703300586
0.0024449638844500844
0.0026354261946394696
0.002458743421972857
